,Test,Die,VDD (V),,,,Id1 (mA),Id2 ( mA),Freq (GHz),Pin (dBm),,Pin (dBm),,Pout (dBm),Gain (dB),,,,,,,,,,,
694255,POW1,V39,4,#,#,#,40.82,91.55,12,-7,#,-7.048875,#,14.699,21.699,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.7,91.02,15,-7,#,-7.048625,#,15.064,22.064,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.68,89.18,18,-7,#,-7.0145,#,13.417,20.417,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.72,96.21,6,-6,#,-6.030188,#,15.629,21.629,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.13,93.71,9,-6,#,-6.038625,#,15.223,21.223,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.84,92.59,12,-6,#,-6.047875,#,15.475,21.475,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.75,91.81,15,-6,#,-6.043625,#,15.832,21.832,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.7,89.73,18,-6,#,-6.0095,#,14.351,20.351,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.77,96.69,6,-5,#,-5.039188,#,15.924,20.924,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.22,94.76,9,-5,#,-5.047625,#,15.813,20.813,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.87,93.78,12,-5,#,-5.077875,#,16.092,21.092,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.75,92.75,15,-5,#,-5.051625,#,16.459,21.459,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.73,90.41,18,-5,#,-5.0165,#,15.243,20.243,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.57,96.89,6,-4,#,-4.025188,#,16.023,20.023,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.36,95.56,9,-4,#,-4.053625,#,16.269,20.269,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.93,95.38,12,-4,#,-4.063875,#,16.582,20.582,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.8,94.13,15,-4,#,-4.062625,#,16.948,20.948,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.72,91.31,18,-4,#,-4.0125,#,16.07,20.07,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.02,96.77,6,-3,#,-2.995188,#,16.022,19.022,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.49,95.96,9,-3,#,-3.029625,#,16.606,19.606,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.02,97.35,12,-3,#,-3.039875,#,16.942,19.942,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.79,95.86,15,-3,#,-3.055625,#,17.34,20.34,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.75,92.44,18,-3,#,-3.0275,#,16.756,19.756,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.18,96.18,6,-2,#,-1.965188,#,16.051,18.051,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.74,95.89,9,-2,#,-2.022625,#,16.858,18.858,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.06,99.5,12,-2,#,-2.033875,#,17.227,19.227,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.86,97.9,15,-2,#,-2.037625,#,17.661,19.661,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.81,94.03,18,-2,#,-2.0045,#,17.331,19.331,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,39.09,95.04,6,-1,#,-0.938188,#,16.181,17.181,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.99,95.4,9,-1,#,-1.020625,#,17.045,18.045,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.21,101.53,12,-1,#,-1.042875,#,17.431,18.431,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.89,100.2,15,-1,#,-1.039625,#,17.931,18.931,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.8,95.85,18,-1,#,-1.0035,#,17.813,18.813,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,37.85,93.39,6,0,#,0.147812,#,16.384,16.384,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,42.36,94.48,9,0,#,0.002375,#,17.207,17.207,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.32,103.45,12,0,#,-0.036875,#,17.6,17.6,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.99,102.86,15,0,#,-0.042625,#,18.158,18.158,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.87,97.9,18,0,#,-0.0065,#,18.229,18.229,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,36.47,91.99,6,1,#,1.183812,#,16.593,15.593,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,42.78,93.11,9,1,#,1.027375,#,17.34,16.34,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.57,105.34,12,1,#,0.990125,#,17.722,16.722,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.08,105.9,15,1,#,0.970375,#,18.354,17.354,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.94,100.4,18,1,#,1.0175,#,18.576,17.576,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,34.95,90.69,6,2,#,2.194812,#,16.793,14.793,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,43.17,91.53,9,2,#,2.031375,#,17.437,15.437,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.89,107.25,12,2,#,2.000125,#,17.814,15.814,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,41.26,109.14,15,2,#,1.980375,#,18.517,16.517,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V39,4,#,#,#,40.98,103.37,18,2,#,2.0415,#,18.86,16.86,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.64,89.95,6,-13,#,-13.01819,#,10.014,23.014,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.65,88.98,9,-13,#,-12.96762,#,8.949,21.949,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.57,88.95,12,-13,#,-13.01688,#,9.168,22.168,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.49,88.8,15,-13,#,-13.02562,#,9.563,22.563,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.46,88.21,18,-13,#,-13.0005,#,7.57,20.57,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.77,90.61,6,-12,#,-12.00619,#,10.988,22.988,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.62,89.44,9,-12,#,-11.96262,#,9.941,21.941,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.56,89.26,12,-12,#,-11.95987,#,10.198,22.198,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.48,89.09,15,-12,#,-12.00862,#,10.562,22.562,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.46,88.36,18,-12,#,-11.9885,#,8.555,20.555,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.85,91.41,6,-11,#,-11.01019,#,11.941,22.941,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.65,89.97,9,-11,#,-10.96862,#,10.908,21.908,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.54,89.63,12,-11,#,-10.97787,#,11.15,22.15,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.51,89.42,15,-11,#,-11.03862,#,11.494,22.494,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.46,88.53,18,-11,#,-10.9825,#,9.554,20.554,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.97,92.37,6,-10,#,-10.03519,#,12.844,22.844,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.69,90.56,9,-10,#,-10.02362,#,11.807,21.807,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.57,90.06,12,-10,#,-10.02688,#,12.044,22.044,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.52,89.83,15,-10,#,-10.04863,#,12.429,22.429,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.47,88.76,18,-10,#,-9.9865,#,10.533,20.533,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.05,93.57,6,-9,#,-9.030188,#,13.73,22.73,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.73,91.31,9,-9,#,-9.019625,#,12.757,21.757,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.55,90.69,12,-9,#,-9.023875,#,12.985,21.985,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.52,90.33,15,-9,#,-9.036625,#,13.372,22.372,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.5,89.03,18,-9,#,-8.9865,#,11.51,20.51,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.19,94.87,6,-8,#,-8.031188,#,14.522,22.522,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.77,92.21,9,-8,#,-8.031625,#,13.654,21.654,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.58,91.38,12,-8,#,-8.035875,#,13.878,21.878,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.53,90.96,15,-8,#,-8.036625,#,14.267,22.267,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.47,89.39,18,-8,#,-7.9905,#,12.474,20.474,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.33,96.04,6,-7,#,-7.035188,#,15.154,22.154,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.83,93.28,9,-7,#,-7.035625,#,14.495,21.495,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.61,92.24,12,-7,#,-7.048875,#,14.72,21.72,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.53,91.64,15,-7,#,-7.051625,#,15.096,22.096,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.47,89.81,18,-7,#,-7.0135,#,13.403,20.403,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.46,96.85,6,-6,#,-6.030188,#,15.626,21.626,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.88,94.38,9,-6,#,-6.037625,#,15.231,21.231,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.65,93.25,12,-6,#,-6.047875,#,15.492,21.492,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.53,92.41,15,-6,#,-6.047625,#,15.854,21.854,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.51,90.38,18,-6,#,-6.0085,#,14.339,20.339,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.51,97.34,6,-5,#,-5.039188,#,15.893,20.893,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.02,95.39,9,-5,#,-5.046625,#,15.806,20.806,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.69,94.44,12,-5,#,-5.077875,#,16.094,21.094,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.55,93.41,15,-5,#,-5.055625,#,16.473,21.473,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.52,91.04,18,-5,#,-5.0165,#,15.229,20.229,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.31,97.58,6,-4,#,-4.025188,#,15.972,19.972,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.16,96.21,9,-4,#,-4.051625,#,16.25,20.25,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.69,96.06,12,-4,#,-4.063875,#,16.575,20.575,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.55,94.81,15,-4,#,-4.065625,#,16.957,20.957,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.55,91.89,18,-4,#,-4.0125,#,16.056,20.056,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.74,97.5,6,-3,#,-2.992188,#,15.96,18.96,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.28,96.5,9,-3,#,-3.035625,#,16.575,19.575,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.79,98.04,12,-3,#,-3.040875,#,16.926,19.926,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.6,96.62,15,-3,#,-3.058625,#,17.346,20.346,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.55,93.04,18,-3,#,-3.0275,#,16.739,19.739,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,39.84,97.01,6,-2,#,-1.970188,#,15.996,17.996,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.55,96.41,9,-2,#,-2.022625,#,16.818,18.818,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.88,100.21,12,-2,#,-2.042875,#,17.2,19.2,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.63,98.74,15,-2,#,-2.044625,#,17.668,19.668,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.57,94.6,18,-2,#,-1.9985,#,17.314,19.314,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,38.78,95.87,6,-1,#,-0.935188,#,16.138,17.138,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.79,95.9,9,-1,#,-1.016625,#,17.003,18.003,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.99,102.25,12,-1,#,-1.042875,#,17.394,18.394,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.68,101.12,15,-1,#,-1.043625,#,17.94,18.94,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.61,96.44,18,-1,#,-1.0005,#,17.792,18.792,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,37.51,94.15,6,0,#,0.145812,#,16.377,16.377,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,42.14,94.98,9,0,#,0.004375,#,17.16,17.16,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.14,104.17,12,0,#,-0.036875,#,17.553,17.553,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.75,103.88,15,0,#,-0.041625,#,18.165,18.165,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.68,98.47,18,0,#,-0.0015,#,18.204,18.204,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,36.09,92.46,6,1,#,1.178812,#,16.61,15.61,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,42.55,93.56,9,1,#,1.029375,#,17.291,16.291,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.36,106.1,12,1,#,0.990125,#,17.672,16.672,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.87,107.03,15,1,#,0.970375,#,18.356,17.356,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.7,100.98,18,1,#,1.0155,#,18.557,17.557,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,34.6,91.03,6,2,#,2.193812,#,16.817,14.817,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,42.96,91.89,9,2,#,2.035375,#,17.394,15.394,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.68,108.02,12,2,#,1.999125,#,17.767,15.767,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,41.01,110.34,15,2,#,1.978375,#,18.514,16.514,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V40,4,#,#,#,40.81,103.96,18,2,#,2.0455,#,18.837,16.837,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.59,88.73,6,-13,#,-13.01119,#,10.021,23.021,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.6,87.82,9,-13,#,-12.96562,#,8.96,21.96,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.51,87.73,12,-13,#,-13.01187,#,9.171,22.171,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.41,87.61,15,-13,#,-13.02262,#,9.468,22.468,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.41,87.08,18,-13,#,-13.0145,#,7.618,20.618,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.72,89.41,6,-12,#,-12.00019,#,10.997,22.997,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.57,88.28,9,-12,#,-11.95962,#,9.947,21.947,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.47,88.05,12,-12,#,-11.95487,#,10.201,22.201,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.43,87.85,15,-12,#,-12.00862,#,10.466,22.466,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.4,87.21,18,-12,#,-11.9935,#,8.614,20.614,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.8,90.16,6,-11,#,-11.00419,#,11.946,22.946,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.58,88.76,9,-11,#,-10.96562,#,10.912,21.912,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.49,88.42,12,-11,#,-10.97387,#,11.153,22.153,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.45,88.17,15,-11,#,-11.04162,#,11.396,22.396,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.39,87.38,18,-11,#,-10.9865,#,9.613,20.613,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.89,91.08,6,-10,#,-10.03719,#,12.839,22.839,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.65,89.34,9,-10,#,-10.02662,#,11.805,21.805,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.47,88.86,12,-10,#,-10.02287,#,12.046,22.046,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.45,88.59,15,-10,#,-10.05262,#,12.336,22.336,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.42,87.59,18,-10,#,-9.9895,#,10.589,20.589,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.98,92.27,6,-9,#,-9.031188,#,13.727,22.727,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.65,90.07,9,-9,#,-9.024625,#,12.754,21.754,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.51,89.44,12,-9,#,-9.019875,#,12.985,21.985,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.47,89.06,15,-9,#,-9.040625,#,13.276,22.276,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.42,87.87,18,-9,#,-8.9895,#,11.57,20.57,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.1,93.55,6,-8,#,-8.033188,#,14.53,22.53,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.73,90.94,9,-8,#,-8.036625,#,13.651,21.651,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.53,90.14,12,-8,#,-8.032875,#,13.876,21.876,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.43,89.65,15,-8,#,-8.038625,#,14.177,22.177,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.41,88.22,18,-8,#,-7.9965,#,12.526,20.526,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.26,94.72,6,-7,#,-7.036188,#,15.171,22.171,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.77,91.96,9,-7,#,-7.040625,#,14.494,21.494,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.55,90.97,12,-7,#,-7.044875,#,14.715,21.715,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.48,90.33,15,-7,#,-7.055625,#,15.013,22.013,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.42,88.66,18,-7,#,-7.0185,#,13.457,20.457,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.43,95.52,6,-6,#,-6.033188,#,15.656,21.656,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.85,93.04,9,-6,#,-6.041625,#,15.238,21.238,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.55,92,12,-6,#,-6.045875,#,15.482,21.482,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.47,91.14,15,-6,#,-6.050625,#,15.785,21.785,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.44,89.19,18,-6,#,-6.0115,#,14.39,20.39,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.5,95.95,6,-5,#,-5.041188,#,15.946,20.946,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.94,94.08,9,-5,#,-5.051625,#,15.82,20.82,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.59,93.21,12,-5,#,-5.072875,#,16.083,21.083,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.51,92.14,15,-5,#,-5.059625,#,16.417,21.417,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.45,89.88,18,-5,#,-5.0205,#,15.272,20.272,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.32,96.15,6,-4,#,-4.030188,#,16.048,20.048,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.08,94.82,9,-4,#,-4.056625,#,16.262,20.262,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.63,94.9,12,-4,#,-4.059875,#,16.561,20.561,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.5,93.56,15,-4,#,-4.069625,#,16.912,20.912,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.45,90.76,18,-4,#,-4.0175,#,16.091,20.091,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.79,96.02,6,-3,#,-3.000188,#,16.053,19.053,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.24,95.18,9,-3,#,-3.035625,#,16.586,19.586,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.71,96.96,12,-3,#,-3.032875,#,16.919,19.919,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.52,95.42,15,-3,#,-3.061625,#,17.315,20.315,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.49,92.03,18,-3,#,-3.0305,#,16.763,19.763,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,39.94,95.43,6,-2,#,-1.974188,#,16.091,18.091,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.47,95.09,9,-2,#,-2.030625,#,16.827,18.827,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.77,99.06,12,-2,#,-2.030875,#,17.192,19.192,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.57,97.53,15,-2,#,-2.047625,#,17.648,19.648,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.5,93.65,18,-2,#,-2.0075,#,17.334,19.334,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,38.9,94.19,6,-1,#,-0.941188,#,16.221,17.221,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.71,94.64,9,-1,#,-1.020625,#,17.013,18.013,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.92,101.09,12,-1,#,-1.043875,#,17.399,18.399,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.63,99.91,15,-1,#,-1.048625,#,17.925,18.925,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,40.53,95.51,18,-1,#,-1.0085,#,17.817,18.817,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,37.58,92.54,6,0,#,0.140812,#,16.437,16.437,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,42.08,93.71,9,0,#,-0.000625,#,17.17,17.17,#,#,#,#,#,#,#,#,#,#,#
694255,POW1,V42,4,#,#,#,41.07,103.02,12,0,#,-0.033875,#,17.555,17.555,#,#,#,#,#,#,#,#,#,#,#
